id,sku,department,category,brand,name,variant,description,tags,icon,color,price,old_price,is_promo,stock,rating,reviews,image_filename,image_prompt
67,PS-067,silownia,Sprzęt treningowy,Thorn+Fit,Trener Zawieszany,Pro,Trener Zawieszany — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"trx,funkcjonalny,dom",dumbbell,#0CA678,249,,false,8,4.7,75,product_067.png,"Photorealistic e-commerce product photo of Thorn+Fit Trener Zawieszany (Pro), category Sprzęt treningowy. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_067.png."
68,PS-068,silownia,Sztangi i talerze,Hammer,Talerz Gumowany,20 kg,Talerz Gumowany — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"talerze,obciążenie,siłownia",dumbbell,#0CA678,299,,false,12,4.8,62,product_068.png,"Photorealistic e-commerce product photo of Hammer Talerz Gumowany (20 kg), category Sztangi i talerze. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_068.png."
69,PS-069,silownia,Hantle,Hammer,Hantla Neopren,3 kg Turkus,Hantla Neopren — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"hantle,fitness,neopren",dumbbell,#0CA678,49,,false,32,4.5,175,product_069.png,"Photorealistic e-commerce product photo of Hammer Hantla Neopren (3 kg Turkus), category Hantle. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_069.png."
70,PS-070,silownia,Kettlebell,Domyos,Kettlebell Kompaktowy,8 kg,Kettlebell Kompaktowy — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"kettlebell,fitness,dom",kettlebell,#0CA678,99,,false,17,4.6,140,product_070.png,"Photorealistic e-commerce product photo of Domyos Kettlebell Kompaktowy (8 kg), category Kettlebell. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_070.png."
71,PS-071,silownia,Maty i akcesoria fitness,Adidas,Mata do Ćwiczeń,8 mm Koral,Mata do Ćwiczeń — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"mata,ćwiczenia,fitness",mat,#0CA678,109,,false,16,4.6,82,product_071.png,"Photorealistic e-commerce product photo of Adidas Mata do Ćwiczeń (8 mm Koral), category Maty i akcesoria fitness. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_071.png."
72,PS-072,silownia,Gumy i taśmy oporowe,Eb Fit,Taśma Oporowa,Mocna Niebieska,Taśma Oporowa — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"taśma,oporowa,rozgrzewka",band,#0CA678,29,,false,50,4.4,260,product_072.png,"Photorealistic e-commerce product photo of Eb Fit Taśma Oporowa (Mocna Niebieska), category Gumy i taśmy oporowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_072.png."
73,PS-073,silownia,Sprzęt treningowy,Tunturi,Piłka Gimnastyczna,65 cm,Piłka Gimnastyczna — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"piłka,core,fitness",ball,#0CA678,79,,false,21,4.5,105,product_073.png,"Photorealistic e-commerce product photo of Tunturi Piłka Gimnastyczna (65 cm), category Sprzęt treningowy. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_073.png."
74,PS-074,silownia,Sprzęt treningowy,Eb Fit,Roller do Masażu,Czerń,Roller do Masażu — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"roller,regeneracja,mobilność",mat,#0CA678,59,,false,26,4.6,190,product_074.png,"Photorealistic e-commerce product photo of Eb Fit Roller do Masażu (Czerń), category Sprzęt treningowy. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_074.png."
75,PS-075,silownia,Sprzęt treningowy,Domyos,Skakanka Szybka,Pro,Skakanka Szybka — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"skakanka,cardio,trening",band,#0CA678,49,79,true,38,4.5,230,product_075.png,"Photorealistic e-commerce product photo of Domyos Skakanka Szybka (Pro), category Sprzęt treningowy. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_075.png."
76,PS-076,akcesoria,Odżywki białkowe,Olimp,Whey Protein Complex 100%,700 g Czekolada,Whey Protein Complex 100% — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"białko,whey,suplement",supplement,#7048E8,119,159,true,22,4.8,350,product_076.png,"Photorealistic e-commerce product photo of Olimp Whey Protein Complex 100% (700 g Czekolada), category Odżywki białkowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_076.png."
77,PS-077,akcesoria,Bidony i shakery,Nike,HyperFuel Bottle,700 ml Czerń,HyperFuel Bottle — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"bidon,trening,nawodnienie",bottle,#7048E8,59,,false,35,4.5,190,product_077.png,"Photorealistic e-commerce product photo of Nike HyperFuel Bottle (700 ml Czerń), category Bidony i shakery. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_077.png."
78,PS-078,akcesoria,Zegarki sportowe,Garmin,Forerunner 55,Czerń,Forerunner 55 — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"zegarek,bieganie,GPS",watch,#7048E8,799,,false,7,4.8,210,product_078.png,"Photorealistic e-commerce product photo of Garmin Forerunner 55 (Czerń), category Zegarki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_078.png."
79,PS-079,akcesoria,Plecaki i torby,Adidas,Training Duffel Bag,Granat,Training Duffel Bag — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"torba,siłownia,sport",bag,#7048E8,159,,false,14,4.6,140,product_079.png,"Photorealistic e-commerce product photo of Adidas Training Duffel Bag (Granat), category Plecaki i torby. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_079.png."
80,PS-080,akcesoria,Piłki sportowe,Adidas,Tiro League Ball,Rozmiar 5,Tiro League Ball — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"piłka,football,trening",ball,#7048E8,129,,false,18,4.6,170,product_080.png,"Photorealistic e-commerce product photo of Adidas Tiro League Ball (Rozmiar 5), category Piłki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_080.png."
81,PS-081,akcesoria,Odżywki białkowe,Trec,Whey 100,900 g Wanilia,Whey 100 — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"białko,whey,suplement",supplement,#7048E8,109,,false,24,4.6,260,product_081.png,"Photorealistic e-commerce product photo of Trec Whey 100 (900 g Wanilia), category Odżywki białkowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_081.png."
82,PS-082,akcesoria,Kreatyna,Olimp,Creatine Monohydrate,300 g,Creatine Monohydrate — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"kreatyna,siła,suplement",supplement,#7048E8,69,109,true,30,4.7,310,product_082.png,"Photorealistic e-commerce product photo of Olimp Creatine Monohydrate (300 g), category Kreatyna. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_082.png."
83,PS-083,akcesoria,Rękawiczki treningowe,4F,Rękawiczki Fitness,Czerń M,Rękawiczki Fitness — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"rękawiczki,siłownia,chwyt",bag,#7048E8,49,,false,28,4.4,85,product_083.png,"Photorealistic e-commerce product photo of 4F Rękawiczki Fitness (Czerń M), category Rękawiczki treningowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_083.png."
84,PS-084,akcesoria,Plecaki i torby,Nike,Brasilia Backpack,Czerń,Brasilia Backpack — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"plecak,sport,trening",bag,#7048E8,179,,false,16,4.7,220,product_084.png,"Photorealistic e-commerce product photo of Nike Brasilia Backpack (Czerń), category Plecaki i torby. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_084.png."
85,PS-085,akcesoria,Zegarki sportowe,Polar,Pacer,Biel,Pacer — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"zegarek,GPS,bieganie",watch,#7048E8,899,,false,5,4.7,110,product_085.png,"Photorealistic e-commerce product photo of Polar Pacer (Biel), category Zegarki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_085.png."
86,PS-086,akcesoria,Bidony i shakery,Olimp,SmartShake,600 ml Żółty,SmartShake — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"shaker,suplementy,trening",bottle,#7048E8,39,,false,42,4.5,180,product_086.png,"Photorealistic e-commerce product photo of Olimp SmartShake (600 ml Żółty), category Bidony i shakery. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_086.png."
87,PS-087,akcesoria,Piłki sportowe,Wilson,NBA Authentic Outdoor,Rozmiar 7,NBA Authentic Outdoor — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"koszykówka,piłka,outdoor",ball,#7048E8,149,,false,12,4.7,115,product_087.png,"Photorealistic e-commerce product photo of Wilson NBA Authentic Outdoor (Rozmiar 7), category Piłki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_087.png."
88,PS-088,akcesoria,Odżywki białkowe,Optimum Nutrition,Gold Standard Whey,908 g Truskawka,Gold Standard Whey — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"białko,whey,premium",supplement,#7048E8,159,,false,18,4.8,500,product_088.png,"Photorealistic e-commerce product photo of Optimum Nutrition Gold Standard Whey (908 g Truskawka), category Odżywki białkowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_088.png."
89,PS-089,akcesoria,Przedtreningówki,Trec,Boogieman Pre-Workout,300 g,Boogieman Pre-Workout — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"preworkout,energia,suplement",supplement,#7048E8,89,,false,14,4.5,95,product_089.png,"Photorealistic e-commerce product photo of Trec Boogieman Pre-Workout (300 g), category Przedtreningówki. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_089.png."
90,PS-090,akcesoria,Plecaki i torby,Puma,Phase Sports Bag,Czerń,Phase Sports Bag — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"torba,sport,siłownia",bag,#7048E8,119,159,true,20,4.5,90,product_090.png,"Photorealistic e-commerce product photo of Puma Phase Sports Bag (Czerń), category Plecaki i torby. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_090.png."
91,PS-091,akcesoria,Akcesoria treningowe,Nike,Lean Arm Band,Czerń,Lean Arm Band — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"opaska,telefon,bieganie",bag,#7048E8,79,,false,18,4.4,70,product_091.png,"Photorealistic e-commerce product photo of Nike Lean Arm Band (Czerń), category Akcesoria treningowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_091.png."
92,PS-092,akcesoria,Zegarki sportowe,Suunto,5 Peak,Grafit,5 Peak — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"zegarek,outdoor,GPS",watch,#7048E8,1199,,false,3,4.8,65,product_092.png,"Photorealistic e-commerce product photo of Suunto 5 Peak (Grafit), category Zegarki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_092.png."
93,PS-093,akcesoria,Bidony i shakery,CamelBak,Podium Bottle,620 ml Niebieski,Podium Bottle — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"bidon,rower,nawodnienie",bottle,#7048E8,69,,false,26,4.7,210,product_093.png,"Photorealistic e-commerce product photo of CamelBak Podium Bottle (620 ml Niebieski), category Bidony i shakery. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_093.png."
94,PS-094,akcesoria,Piłki sportowe,Mikasa,V200W Volleyball,Rozmiar 5,V200W Volleyball — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"siatkówka,piłka,hala",ball,#7048E8,249,,false,8,4.8,88,product_094.png,"Photorealistic e-commerce product photo of Mikasa V200W Volleyball (Rozmiar 5), category Piłki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_094.png."
95,PS-095,akcesoria,Odżywki białkowe,MyProtein,Impact Whey Protein,1 kg Natural,Impact Whey Protein — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"białko,whey,suplement",supplement,#7048E8,99,,false,28,4.6,420,product_095.png,"Photorealistic e-commerce product photo of MyProtein Impact Whey Protein (1 kg Natural), category Odżywki białkowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_095.png."
96,PS-096,akcesoria,Plecaki i torby,Under Armour,Undeniable Duffel,Czerń/Szary,Undeniable Duffel — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"torba,siłownia,trening",bag,#7048E8,199,239,true,12,4.7,150,product_096.png,"Photorealistic e-commerce product photo of Under Armour Undeniable Duffel (Czerń/Szary), category Plecaki i torby. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_096.png."
97,PS-097,akcesoria,Akcesoria treningowe,Adidas,Performance Gloves,Czerń L,Performance Gloves — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"rękawiczki,trening,chwyt",bag,#7048E8,69,,false,24,4.5,120,product_097.png,"Photorealistic e-commerce product photo of Adidas Performance Gloves (Czerń L), category Akcesoria treningowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_097.png."
98,PS-098,akcesoria,Zegarki sportowe,Coros,Pace 3,Biel,Pace 3 — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"zegarek,bieganie,GPS",watch,#7048E8,999,,false,4,4.8,92,product_098.png,"Photorealistic e-commerce product photo of Coros Pace 3 (Biel), category Zegarki sportowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_098.png."
99,PS-099,akcesoria,Akcesoria treningowe,Nike,Headband Swoosh,Biel,Headband Swoosh — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"opaska,pot,tenis",band,#7048E8,39,,false,34,4.4,160,product_099.png,"Photorealistic e-commerce product photo of Nike Headband Swoosh (Biel), category Akcesoria treningowe. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_099.png."
100,PS-100,akcesoria,Bidony i shakery,Hydro Flask,Sport Bottle,710 ml Oliwka,Sport Bottle — realistyczny produkt demonstracyjny dla sklepu ProSport. Pozycja przygotowana do modułu rekomendacyjnego AI.,"bidon,termo,outdoor",bottle,#7048E8,149,,false,13,4.7,105,product_100.png,"Photorealistic e-commerce product photo of Hydro Flask Sport Bottle (710 ml Oliwka), category Bidony i shakery. Single product only, centered on pure white seamless background, soft studio lighting, subtle realistic shadow, premium sports retail catalog style, high detail, no person, no packaging unless the product itself is packaging, no watermark, no extra text overlay. Save as product_100.png."
